day,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
126,,75.163,216.375,86.796,49.025,146.275,99.742,137.783,46.396,101.950,113.217,117.613,95.425,128.358,105.965,94.190,112.417,117.277,72.363,72.360,99.504,61.588,42.738,75.100,102.517,79.775,97.863,91.196,143.483,124.207,102.854,96.909,47.183,73.758,71.008,81.844,66.331,117.833,69.921,71.075,109.638,52.538,86.750,102.713,63.738,101.496,65.308,85.880,139.354,107.429,107.517,89.008,66.550,59.992,
127,,97.508,201.050,97.325,39.679,163.979,80.883,140.741,34.813,97.113,115.950,124.453,71.272,128.567,120.592,121.865,89.221,103.421,94.296,82.646,101.400,79.204,52.888,74.000,105.775,74.833,116.096,80.917,154.133,125.925,88.867,96.001,47.758,74.704,67.408,94.371,81.713,122.792,66.196,77.988,107.675,51.888,84.358,97.683,68.233,91.104,65.392,93.812,164.117,132.188,99.596,84.804,70.192,101.733,
128,,110.521,202.571,108.521,53.715,172.133,83.108,128.753,14.146,95.119,95.008,134.823,74.278,121.571,119.083,109.775,70.971,103.273,86.821,87.885,102.992,73.306,53.925,69.600,105.433,79.021,128.446,87.142,157.663,127.879,98.785,89.600,49.708,67.446,67.425,88.829,85.654,121.754,63.171,87.325,108.696,51.133,92.388,99.754,74.721,85.608,63.471,103.188,158.026,135.871,103.717,84.850,80.113,113.408,
129,,112.192,207.556,121.583,48.281,171.413,82.067,146.404,36.713,98.858,99.067,107.196,69.229,110.863,115.133,102.752,76.392,89.158,83.529,78.829,117.354,88.103,67.755,73.000,104.392,87.063,115.496,76.118,154.946,135.213,91.671,81.548,50.858,59.054,65.125,85.638,80.579,114.121,66.021,100.679,94.608,45.554,102.508,92.996,93.546,79.733,53.542,111.508,111.528,133.929,110.471,86.267,72.708,105.900,
130,,101.996,205.706,132.238,54.763,180.854,95.525,150.346,40.304,82.504,89.296,107.196,61.542,105.100,111.306,116.281,86.425,105.604,70.617,83.646,116.260,88.157,78.926,74.800,93.729,86.296,111.558,77.818,158.667,128.367,95.529,74.471,57.963,57.438,64.525,74.383,90.650,110.400,78.363,93.463,89.371,49.179,99.000,92.454,98.642,88.354,53.525,114.342,125.006,151.033,100.054,80.342,66.579,84.417,
131,,104.913,214.864,133.908,58.358,163.946,100.596,174.383,37.488,96.856,98.538,112.100,66.815,108.946,108.983,115.563,89.521,98.854,79.583,78.435,117.102,91.375,77.908,69.400,93.717,92.929,114.117,92.842,169.442,124.338,90.800,77.360,60.817,59.254,60.508,76.146,101.621,98.275,90.633,91.046,77.433,48.321,101.538,96.408,105.958,81.913,51.275,111.704,138.483,152.046,108.288,77.621,61.421,75.692,
132,,96.371,218.740,128.113,46.621,156.358,136.496,181.413,41.310,102.863,83.904,107.183,77.963,104.608,104.100,123.398,82.713,101.046,74.721,58.021,119.735,83.796,71.771,64.400,101.296,86.450,98.921,85.292,178.825,118.000,85.871,80.579,56.888,55.917,63.317,71.667,94.521,101.917,95.146,84.754,81.079,47.167,102.829,102.263,112.717,75.315,51.763,91.708,154.999,136.058,114.313,93.933,56.692,64.225,
133,,90.567,227.079,127.879,39.475,144.208,135.671,197.533,41.479,98.579,76.671,94.810,61.585,112.379,106.838,121.723,81.363,102.008,90.429,51.354,107.177,85.739,89.975,56.000,126.517,89.573,109.767,90.608,182.858,128.704,83.473,75.742,61.683,52.925,68.283,75.683,87.083,96.954,94.458,88.042,83.954,48.946,115.304,95.579,119.421,72.129,49.596,88.496,182.201,117.438,115.225,100.142,60.808,69.363,
134,,87.504,234.671,121.625,46.346,131.421,132.313,174.496,23.483,92.813,88.692,73.852,69.021,112.850,101.058,129.002,80.007,95.752,91.475,73.900,84.038,84.995,86.896,47.700,154.783,84.825,103.058,102.675,203.696,115.625,85.717,73.242,77.667,64.379,73.802,67.900,87.200,105.292,98.213,82.729,86.667,51.746,138.138,95.671,131.583,67.521,57.775,79.979,162.629,112.588,123.154,107.963,60.663,64.113,
135,,82.029,225.963,128.458,51.483,122.154,143.879,166.196,32.938,102.600,79.296,79.843,60.908,118.021,99.642,140.413,85.351,88.823,98.200,70.521,75.546,78.224,83.588,62.600,164.106,72.792,91.733,122.971,205.867,125.479,82.858,69.392,78.463,69.283,76.733,61.100,87.760,117.738,94.975,72.958,92.946,55.954,167.515,98.775,131.838,71.696,56.025,85.858,157.496,118.233,129.529,112.004,65.296,69.663,
136,,79.096,196.142,138.533,61.183,115.763,169.467,189.283,39.908,110.796,75.858,92.536,70.463,131.804,96.013,186.200,59.525,96.571,79.404,70.075,76.392,69.050,83.729,63.700,179.546,85.346,103.042,130.021,221.150,124.467,82.004,69.263,94.775,67.746,85.025,62.725,91.300,128.588,86.929,77.150,97.063,57.117,205.114,105.250,112.983,86.867,59.346,92.067,147.621,124.254,135.629,95.917,72.513,68.050,
137,,84.842,200.942,161.367,66.083,103.700,177.704,179.813,45.317,114.054,106.071,113.913,63.533,138.842,94.532,205.083,69.296,92.333,73.513,66.183,82.475,42.382,84.946,66.400,172.296,71.933,99.150,152.107,217.035,125.258,81.704,63.296,93.917,66.075,88.471,58.504,121.596,148.488,81.350,94.196,98.104,62.038,200.625,116.492,100.925,95.779,70.529,96.883,133.359,141.558,137.017,96.721,84.942,89.142,
138,,113.746,182.550,187.142,80.192,99.842,172.767,168.504,29.775,110.713,109.188,90.621,59.842,152.879,97.579,206.205,83.002,84.713,78.965,66.171,81.467,44.410,86.192,48.000,165.499,75.946,107.471,168.464,155.459,128.654,78.125,63.000,90.600,69.596,79.113,72.096,119.538,169.423,92.300,116.421,105.696,76.567,173.446,129.227,96.488,112.104,72.933,92.463,122.243,143.154,156.167,90.421,85.763,103.775,
139,,143.517,163.717,195.554,92.808,89.871,168.313,166.188,27.371,100.133,109.446,79.233,54.838,168.400,95.838,167.963,89.923,95.983,102.965,87.618,87.596,46.410,101.700,42.800,164.677,69.508,109.629,189.843,161.799,125.113,86.946,66.683,83.404,78.113,83.821,65.463,118.092,176.500,87.842,145.438,137.692,87.888,161.075,126.492,88.863,121.238,63.692,81.229,122.738,147.408,139.346,99.433,88.758,110.271,
140,,166.925,159.971,189.538,89.021,88.150,162.608,158.042,35.479,92.467,108.883,91.442,49.425,157.608,102.423,156.971,92.542,105.754,67.131,76.978,65.075,42.283,128.608,44.700,176.944,73.058,117.638,208.623,172.094,129.554,88.027,70.550,73.904,98.396,68.538,70.929,127.608,199.579,86.396,181.679,155.333,101.133,154.765,110.177,82.292,114.933,63.025,88.646,113.867,141.942,124.971,107.225,80.063,103.088,
141,,171.875,151.500,177.671,90.504,81.079,141.863,154.323,32.658,88.996,94.888,110.546,63.721,141.796,91.667,159.821,93.900,108.478,47.481,66.271,65.742,44.768,113.029,50.800,143.105,69.333,111.600,179.495,186.888,117.988,92.383,76.950,66.758,108.963,71.325,79.179,133.796,207.096,85.888,197.081,161.900,106.021,162.088,109.917,76.871,103.808,63.383,101.638,112.413,141.029,120.092,114.438,71.196,92.596,
142,,158.404,138.946,167.600,80.279,82.108,129.717,156.204,33.813,92.233,108.354,121.113,79.254,129.483,100.188,177.046,105.508,130.910,51.352,58.217,77.288,42.937,101.804,59.500,161.989,70.013,117.275,162.998,187.458,140.623,112.779,79.296,63.265,112.517,63.592,82.746,124.813,183.373,83.950,196.533,140.375,85.425,169.935,102.925,78.188,106.704,64.746,89.604,109.246,141.217,116.521,126.379,66.042,86.971,
143,,161.704,128.146,180.033,74.121,81.346,118.263,147.063,37.883,109.550,108.879,134.579,105.242,145.696,99.700,197.696,113.154,125.648,36.692,57.531,60.592,43.159,99.413,50.800,116.908,71.021,120.654,146.054,173.558,162.762,113.467,81.338,65.383,103.192,74.467,86.767,118.779,180.679,72.825,191.279,132.079,80.138,181.038,113.338,76.679,122.829,61.979,85.146,118.879,147.696,119.379,127.542,58.629,80.358,
144,,171.017,130.067,179.188,71.650,82.438,129.004,142.879,44.571,103.496,131.729,132.917,111.200,155.517,113.965,177.688,119.938,105.871,33.321,63.442,67.421,45.900,105.971,45.700,125.176,68.850,114.433,142.110,172.846,141.246,129.438,101.233,67.558,109.942,91.375,86.938,117.179,173.465,69.925,156.646,143.625,73.104,187.438,134.750,71.017,131.004,67.275,78.346,134.919,148.517,110.525,120.913,59.508,76.321,
145,,176.321,132.271,162.138,77.004,85.096,124.229,145.400,48.592,104.817,137.904,111.258,103.104,157.533,131.083,187.508,121.329,84.438,34.867,76.656,56.000,76.048,100.583,44.200,124.763,76.779,114.713,131.883,173.594,151.787,151.233,90.479,72.946,92.008,115.588,96.804,103.846,168.194,71.350,137.596,160.625,72.492,193.821,123.258,72.646,141.329,65.175,78.333,149.506,160.008,114.708,102.346,56.254,80.946,
146,,183.700,145.333,151.258,87.004,93.371,119.592,141.367,51.675,93.713,122.633,113.267,117.454,155.117,144.465,197.333,114.367,104.079,56.020,72.615,54.838,71.995,108.629,44.500,118.146,74.125,111.454,123.663,154.613,162.327,179.300,89.488,77.633,85.271,139.288,95.083,101.879,157.613,65.717,124.804,160.479,66.896,199.963,108.525,65.000,139.529,63.496,74.217,149.541,166.583,111.788,98.988,59.450,80.475,
147,,195.738,163.088,143.033,77.375,114.613,103.008,157.463,51.250,89.213,127.863,121.225,131.875,184.454,168.506,175.108,111.488,124.429,34.703,85.458,65.404,66.451,90.713,51.800,144.765,71.671,109.079,127.992,146.142,169.311,189.715,91.238,70.929,92.217,153.700,90.404,90.292,143.533,52.525,122.279,156.713,67.300,207.096,95.700,59.471,136.483,65.242,71.867,141.338,173.613,120.729,97.300,65.429,103.846,
148,,197.700,192.608,136.317,64.063,142.096,108.363,148.479,45.700,79.688,132.058,130.938,138.442,193.175,176.175,167.654,104.988,146.844,33.371,76.877,66.500,74.225,86.292,65.600,134.396,71.325,108.738,125.483,145.438,216.204,153.354,87.542,70.754,94.113,150.954,98.483,87.263,129.088,57.321,125.775,150.758,70.413,186.304,80.892,66.700,134.075,63.571,63.479,131.698,157.896,121.171,105.596,66.817,122.967,
149,133.061,165.825,224.696,139.404,63.546,156.871,113.923,149.346,33.717,80.221,123.583,121.713,131.785,147.054,187.446,169.808,104.725,181.808,39.758,82.275,63.252,74.234,84.433,61.400,137.442,61.200,100.033,134.681,148.438,187.110,156.508,80.983,72.150,111.525,164.129,123.300,90.021,124.325,62.483,127.406,158.667,70.167,171.279,76.438,64.333,130.804,64.358,65.838,137.042,152.192,117.017,111.663,66.638,134.233,
150,126.463,147.563,238.942,155.613,69.400,157.188,118.464,159.829,39.529,89.754,108.563,114.285,131.100,129.929,185.138,184.942,106.071,198.202,31.738,67.463,62.079,120.217,79.717,48.900,138.171,57.646,115.267,151.004,150.771,199.150,172.119,94.283,62.363,118.038,180.844,139.275,83.242,116.933,56.058,141.400,159.921,74.750,158.800,81.733,71.021,127.800,58.888,65.317,145.929,149.300,126.913,119.763,64.725,132.096,
151,130.225,137.388,242.183,171.833,61.758,144.813,122.438,139.567,41.188,82.404,104.490,121.496,127.733,115.617,195.142,184.792,97.338,212.638,28.217,64.525,62.046,115.742,91.723,44.300,119.642,54.938,118.104,152.869,173.433,173.648,174.521,79.258,58.871,138.821,205.029,129.446,79.746,104.383,56.683,149.596,167.154,73.167,151.643,79.821,75.367,123.942,60.079,61.188,160.888,144.513,130.892,130.896,62.854,134.663,
152,146.954,121.421,207.850,195.417,64.671,133.538,143.183,135.042,43.517,90.908,93.648,120.719,132.833,107.725,191.471,233.883,106.296,206.669,40.279,66.467,61.648,124.844,82.208,44.100,114.996,51.646,131.513,139.729,182.382,163.442,166.979,88.888,53.938,135.138,192.017,125.650,88.300,100.254,50.200,153.902,162.629,76.596,154.142,78.792,69.654,117.254,61.250,61.338,174.048,143.375,140.054,150.750,66.754,124.238,
153,126.463,119.150,182.650,210.763,65.296,128.913,147.379,135.213,51.275,79.138,79.283,124.500,141.117,118.229,183.667,212.721,94.542,208.858,40.838,67.942,70.850,109.389,82.596,41.200,126.092,49.183,132.775,138.029,192.625,151.104,177.029,81.633,49.146,129.538,164.963,123.429,94.667,100.433,54.092,152.738,159.217,87.079,152.658,77.833,63.192,112.988,61.010,63.504,179.665,137.413,147.338,158.367,73.075,122.413,
154,117.300,132.075,193.567,223.517,65.821,135.688,164.390,134.025,55.221,89.192,84.738,128.496,115.133,118.706,174.015,210.138,93.517,202.238,37.250,55.567,66.413,103.293,89.613,43.700,110.013,49.646,133.425,134.173,185.800,156.492,165.221,78.654,45.354,135.396,141.454,108.492,89.754,97.592,52.675,160.038,145.517,120.363,167.738,91.033,59.383,113.513,61.738,62.521,167.698,117.321,146.754,148.325,80.421,124.979,
155,118.304,157.483,176.267,226.892,60.525,155.496,180.429,124.506,43.592,91.125,78.619,125.829,135.329,118.017,157.572,209.163,117.335,203.125,33.633,66.906,69.600,99.729,99.800,56.200,113.058,46.142,139.475,134.088,181.677,144.629,154.117,69.383,47.763,116.650,136.127,107.394,80.071,112.950,54.279,159.250,138.554,158.108,159.246,100.471,63.275,114.004,66.233,60.646,166.092,103.358,145.325,120.342,86.654,138.738,
156,113.596,193.529,172.758,210.675,58.146,182.621,160.211,120.604,37.658,105.946,97.650,116.575,131.233,120.013,157.117,187.013,114.813,192.179,36.263,65.933,87.467,102.983,100.217,41.800,93.904,48.458,145.171,162.638,188.450,147.417,149.096,68.975,44.900,115.729,112.392,106.967,73.904,115.617,54.546,156.833,142.933,191.756,153.971,104.388,64.863,112.758,54.504,61.163,170.729,110.454,147.363,112.333,88.004,139.933,
157,117.071,204.267,165.433,201.604,62.421,216.900,177.005,114.421,43.992,119.658,106.904,124.094,111.629,136.258,161.554,179.063,112.290,186.050,31.092,65.771,95.617,98.418,88.629,48.000,94.025,42.775,148.729,184.361,194.563,136.842,144.371,69.429,43.492,107.188,113.063,118.825,78.371,115.888,53.663,147.492,152.733,213.892,155.946,115.450,62.221,111.429,48.696,66.154,159.929,105.025,136.963,114.633,80.275,157.188,
158,118.904,214.467,160.342,188.317,51.404,198.296,168.350,112.758,57.075,126.746,99.763,120.604,121.333,130.671,149.513,185.721,110.751,176.608,28.550,72.771,92.521,100.930,89.092,51.000,98.400,44.163,136.821,194.330,184.842,130.642,138.258,84.458,44.425,106.450,103.692,112.446,71.492,116.946,57.508,136.500,166.094,197.264,183.713,129.250,65.417,105.225,51.429,66.033,155.563,99.225,128.883,110.179,69.258,158.721,
159,118.696,212.413,163.471,184.246,56.721,173.925,144.095,119.317,58.979,142.463,81.488,123.683,125.063,133.367,156.208,180.683,117.042,156.779,35.696,65.854,104.458,95.975,90.625,48.700,130.495,42.279,132.242,183.565,177.431,121.788,140.350,83.921,48.963,101.442,105.867,118.788,64.333,122.033,51.867,136.625,154.904,156.806,217.088,110.154,74.692,101.538,51.217,70.875,154.713,88.971,119.875,99.546,56.992,150.988,
160,111.754,191.138,180.546,189.688,56.788,148.021,172.346,133.792,58.558,143.104,76.425,120.546,160.848,125.904,151.017,175.867,126.900,144.375,28.285,65.721,88.800,88.668,79.755,47.700,121.977,38.704,123.204,212.785,174.800,126.735,129.383,80.271,45.500,91.267,109.942,109.033,63.117,126.492,50.958,124.117,138.379,158.818,212.700,99.529,73.054,100.833,52.325,69.079,152.833,92.596,99.000,104.879,59.658,139.888,
161,108.342,186.871,185.838,201.350,58.363,134.650,164.229,144.304,53.650,150.483,69.379,115.435,181.117,104.906,158.308,183.733,119.858,148.638,30.108,69.971,91.558,77.672,79.958,44.100,109.267,37.375,116.438,215.942,174.246,119.879,121.429,71.050,41.521,73.413,110.163,106.192,56.508,126.717,51.563,117.967,119.642,180.000,199.854,89.777,71.038,92.304,46.438,71.388,152.129,82.558,94.508,99.629,46.913,146.646,
162,126.346,180.308,179.563,193.767,55.950,135.317,148.847,142.513,46.225,118.704,67.333,118.160,165.883,104.427,158.558,177.517,92.290,126.013,28.888,57.513,91.254,87.332,92.017,25.300,114.354,34.283,100.888,210.257,188.056,119.096,109.829,67.521,41.675,81.792,107.813,96.096,51.963,120.188,50.842,118.483,104.279,168.142,181.463,89.096,68.379,92.488,44.271,67.496,135.292,82.633,82.663,82.929,61.850,167.588,
163,100.117,156.158,177.375,203.579,51.496,146.013,146.051,139.908,35.235,114.833,78.913,130.029,146.596,103.679,157.554,162.604,92.000,108.200,35.808,48.529,85.579,102.838,104.475,22.700,121.921,34.225,110.854,199.404,199.542,111.863,109.744,63.042,42.642,72.908,103.521,91.696,50.696,105.971,63.842,119.858,103.529,151.288,176.767,91.696,63.329,88.588,46.513,57.138,123.008,79.400,77.504,85.871,54.788,205.021,
164,103.583,137.996,174.496,201.650,46.417,177.704,157.938,133.563,38.675,113.258,90.592,126.521,149.704,108.621,151.088,168.050,93.269,112.813,29.154,48.379,86.767,92.558,99.104,23.100,127.071,32.117,118.150,196.983,191.633,121.892,107.617,61.529,42.083,75.683,96.850,89.383,51.163,100.779,55.650,120.163,94.396,137.833,177.708,79.121,58.267,85.833,42.163,48.004,108.985,69.942,83.496,86.721,42.467,193.152,
165,98.875,122.363,179.213,171.088,52.058,211.825,172.263,128.758,49.471,110.138,87.883,136.008,147.254,139.846,146.083,163.108,84.667,120.229,25.104,52.171,81.579,85.104,92.979,22.000,114.904,47.454,113.817,177.896,187.292,119.821,118.558,66.600,41.513,75.338,88.892,79.838,54.563,99.350,52.646,123.042,94.429,130.263,185.992,81.675,56.483,78.646,33.767,50.250,129.708,62.779,81.954,86.179,48.850,206.813,
166,92.979,127.729,187.488,144.500,47.454,247.996,152.621,123.125,40.113,115.229,82.071,115.588,135.679,169.558,119.438,172.771,75.033,108.421,30.675,43.549,68.588,84.823,84.517,23.500,113.438,43.146,119.075,171.260,193.079,122.279,132.125,73.346,41.496,74.450,80.871,79.979,49.663,114.108,47.483,115.504,97.071,126.367,189.633,97.158,53.696,72.975,31.733,50.829,123.004,61.788,85.804,88.875,55.583,183.367,
167,86.525,141.333,174.629,146.608,60.129,280.463,156.277,103.908,50.052,112.558,81.792,128.796,108.357,180.065,123.663,181.825,64.930,98.804,26.907,52.455,83.571,70.823,68.333,25.800,101.783,42.992,122.808,169.792,193.113,115.354,146.296,74.488,40.317,81.342,79.667,78.121,44.904,102.204,42.704,110.429,105.271,132.833,182.017,88.579,44.883,67.054,35.533,53.421,113.579,55.158,80.667,91.196,51.121,149.750,
168,78.571,139.538,167.617,149.254,60.625,298.225,163.810,104.192,35.271,109.421,74.742,115.021,117.720,184.138,133.040,180.450,67.912,105.650,27.325,48.242,101.983,66.682,69.171,22.700,107.029,39.279,116.858,162.788,184.929,116.246,151.965,77.288,34.783,97.863,83.338,64.375,45.954,91.575,45.392,114.813,98.592,118.354,173.125,83.200,47.075,73.088,31.292,46.946,116.702,50.517,76.988,85.033,45.858,137.446,
169,75.504,129.221,161.046,172.692,53.754,298.750,134.400,109.725,25.388,101.942,85.500,81.926,129.850,194.513,119.779,191.888,64.121,93.681,23.850,45.658,84.679,64.082,70.940,23.800,106.842,38.825,117.204,162.933,182.888,104.363,158.771,68.358,34.542,92.004,78.908,54.433,52.221,92.046,39.438,123.221,100.650,111.183,154.833,82.950,51.367,71.008,33.046,47.613,119.633,50.929,78.763,88.667,45.196,130.058,
170,72.413,127.583,155.675,175.163,58.408,303.763,139.815,121.842,15.342,104.550,66.638,77.368,113.271,202.329,126.096,197.421,69.738,94.221,26.621,40.258,75.942,71.265,65.788,26.500,102.592,33.496,117.942,166.046,185.833,95.475,165.571,55.017,33.071,99.967,73.904,57.575,54.146,77.875,34.677,133.567,99.396,104.271,150.250,79.863,48.213,66.833,29.021,45.500,110.854,59.946,64.833,86.375,37.508,126.117,
171,53.742,133.542,156.625,167.913,53.167,294.246,156.744,124.363,26.425,89.033,65.144,97.413,123.875,198.458,125.008,190.746,59.604,84.733,41.913,43.075,74.167,65.910,66.021,25.200,95.650,35.471,118.008,145.217,171.133,99.504,167.704,58.171,32.267,89.125,71.971,52.625,54.883,67.513,43.067,129.688,88.283,99.113,156.990,97.467,51.563,62.421,30.988,46.246,114.342,65.267,64.788,84.454,37.442,122.592,
172,55.696,133.817,156.533,153.504,49.688,279.333,155.729,118.875,35.617,103.754,67.387,97.884,126.833,184.196,117.321,184.629,56.638,76.742,25.204,43.879,68.596,77.843,70.596,24.300,100.483,32.450,112.333,131.788,158.192,98.129,152.038,60.338,26.858,87.758,72.713,50.496,47.379,67.271,32.269,126.800,84.967,103.800,131.963,84.046,61.408,63.133,29.313,42.754,115.421,65.904,61.229,84.954,34.054,113.229,
173,56.608,141.663,157.458,136.492,48.604,241.292,150.679,127.163,26.848,98.279,60.619,97.563,113.025,201.371,110.246,187.896,56.033,68.279,26.042,46.408,65.900,54.482,69.175,23.200,91.029,32.775,99.817,113.367,153.013,95.000,143.113,57.092,35.504,80.925,59.738,50.908,51.796,65.250,45.279,127.746,83.242,110.492,139.292,81.796,43.121,67.846,31.213,42.663,118.679,65.546,67.271,79.325,35.088,110.642,
174,52.504,144.146,164.704,129.975,50.088,219.763,146.825,124.521,35.479,99.231,58.308,99.706,94.679,195.788,93.038,216.838,51.442,67.267,29.250,41.258,70.167,71.460,63.421,23.300,87.500,31.250,86.179,97.763,141.463,91.540,135.604,57.971,28.654,87.425,62.542,55.275,46.650,60.363,38.050,132.258,107.367,96.833,177.442,78.125,42.942,66.613,27.100,41.292,111.854,71.283,56.979,90.183,41.875,97.058,
175,52.321,138.717,168.988,125.029,50.538,212.788,146.554,126.075,34.675,93.554,47.379,105.583,105.292,196.060,96.050,192.794,57.183,61.188,28.558,38.229,57.758,59.333,52.971,18.700,87.446,30.783,89.788,98.354,127.296,90.108,122.104,52.433,20.546,90.608,67.117,46.479,44.204,58.921,33.929,136.658,93.988,91.004,191.260,83.550,41.483,62.604,30.596,42.775,102.842,67.458,55.542,89.225,43.229,99.533,
176,54.508,133.213,162.000,120.567,40.913,209.638,159.538,109.983,36.325,91.354,49.869,94.871,92.667,181.217,82.554,178.563,57.313,64.200,26.213,30.488,47.696,72.613,73.979,20.200,74.046,27.417,89.579,87.725,122.396,86.354,120.229,45.292,26.671,91.438,46.775,59.771,47.317,57.867,34.713,131.121,81.021,96.713,183.233,85.200,48.000,66.133,29.688,36.229,95.963,62.154,49.871,81.483,42.292,87.900,
177,66.954,121.350,163.350,103.875,45.829,209.208,161.925,92.875,18.000,90.908,58.310,73.813,76.146,174.154,64.796,170.500,47.194,55.027,24.242,35.479,43.279,63.792,67.942,17.800,64.379,27.046,89.542,95.163,106.746,94.300,122.721,44.542,35.621,84.846,54.423,54.325,41.079,58.667,28.825,117.325,81.713,88.521,167.921,81.333,46.854,63.842,29.650,32.925,88.300,59.863,49.700,78.804,37.933,86.075,
178,67.433,113.463,176.346,102.242,46.450,198.304,159.217,86.388,28.813,93.608,66.721,80.079,76.563,167.296,87.856,177.542,45.958,65.550,26.883,32.608,47.167,65.540,66.617,19.700,75.929,24.804,90.325,91.392,115.017,108.283,104.733,42.158,24.913,83.363,41.036,46.746,43.517,56.696,29.733,109.825,77.429,84.254,162.038,82.617,46.313,64.342,31.588,33.242,79.917,59.213,50.271,75.071,37.025,82.571,
179,65.763,113.400,162.275,89.821,46.000,185.167,153.321,78.288,32.767,93.554,68.329,49.580,66.342,167.767,89.246,180.971,35.046,56.842,22.200,31.004,44.779,51.904,60.033,19.800,63.333,28.238,98.963,91.813,112.983,107.983,100.933,44.119,26.908,78.550,45.119,44.121,46.650,51.371,32.625,98.138,77.625,77.200,156.858,83.883,45.508,75.300,35.067,35.975,79.288,57.083,46.008,72.075,38.413,82.846,
180,63.267,123.946,155.754,99.825,45.383,165.429,135.458,83.067,31.063,87.571,62.483,54.781,64.141,161.585,97.917,176.196,35.829,47.863,20.342,31.658,43.858,58.304,60.163,19.900,58.950,21.983,103.196,94.263,118.750,96.046,87.604,46.288,29.350,84.188,40.517,46.808,56.663,55.971,35.929,98.446,73.892,80.375,157.263,72.750,50.250,76.254,33.525,42.396,82.617,48.925,42.058,68.546,39.417,77.633,
181,68.325,122.096,147.458,81.054,41.988,152.825,124.742,78.221,27.696,90.371,57.066,58.608,69.411,168.208,98.246,170.617,27.529,44.850,16.025,32.888,48.142,48.227,62.204,22.000,51.346,24.508,96.583,94.546,110.208,88.471,91.008,39.958,24.004,78.571,40.525,38.483,53.667,52.313,33.754,100.717,73.204,76.250,164.721,65.525,48.867,68.813,27.779,39.000,72.758,41.358,43.908,67.925,37.196,75.350,
182,63.921,120.942,130.183,72.633,30.229,137.933,108.050,75.667,33.200,93.038,56.407,71.725,54.438,161.404,92.229,158.304,40.250,42.671,19.333,27.429,36.638,40.854,70.550,19.900,51.863,19.300,90.608,84.198,107.275,82.000,85.904,44.050,25.588,67.225,41.742,40.033,53.058,40.604,33.658,102.733,67.454,74.150,173.571,64.317,44.838,67.421,30.804,38.967,75.721,42.546,37.583,78.617,35.621,67.900,
183,56.717,110.142,124.317,92.900,33.038,136.925,105.963,78.667,27.646,75.660,42.871,58.906,55.271,162.950,93.154,139.863,38.558,41.240,19.554,28.242,40.446,46.056,67.308,18.400,47.117,26.425,82.425,75.192,112.654,81.350,83.950,38.046,25.275,61.038,36.688,42.446,40.975,46.054,29.546,102.888,65.633,69.471,147.054,62.783,55.646,64.513,29.092,39.117,69.754,40.663,39.413,70.550,35.292,64.375,
184,52.113,107.975,124.875,93.308,28.996,128.688,117.217,81.967,23.913,80.829,47.429,57.485,45.558,156.252,103.758,111.338,43.171,39.892,18.017,28.125,41.958,37.096,65.200,23.000,44.225,25.333,74.254,86.488,100.613,82.004,70.825,38.546,28.946,49.667,37.263,42.271,35.863,46.963,33.529,100.104,64.338,62.042,142.346,63.683,44.850,62.967,23.042,41.513,68.292,42.000,39.913,73.888,32.346,58.017,
185,51.675,101.417,117.033,89.954,26.204,117.046,127.483,59.058,21.373,84.804,41.175,49.263,40.117,148.363,103.602,118.421,40.496,39.983,16.063,24.592,35.348,39.221,61.488,23.100,53.254,24.900,92.175,91.292,94.650,88.933,70.371,34.046,27.167,51.517,36.229,46.079,45.700,42.963,31.250,92.650,66.225,56.871,137.650,58.046,43.288,61.892,19.683,38.117,63.071,42.696,39.104,66.638,31.396,59.721,
186,50.642,91.167,113.283,84.992,30.354,109.946,131.692,61.383,19.671,91.708,40.917,59.358,36.965,132.917,104.175,106.538,40.167,37.121,12.329,22.425,38.940,40.717,56.921,35.500,54.421,27.375,92.463,86.667,91.800,85.554,61.171,36.783,25.196,48.975,36.842,38.379,39.171,47.904,32.604,86.108,64.383,56.567,136.738,59.946,43.513,58.029,20.713,40.479,65.192,37.604,40.133,56.975,29.117,56.808,
187,44.517,76.425,110.179,71.546,35.429,100.238,129.121,60.229,24.821,81.833,42.432,61.738,45.400,124.663,102.446,106.921,28.800,33.933,16.500,24.333,36.171,35.992,48.963,36.100,54.571,34.942,76.292,77.608,84.950,77.017,63.363,34.429,29.450,43.708,31.142,37.358,42.546,44.363,34.038,77.767,57.992,53.071,134.758,50.321,34.217,56.517,24.900,29.208,59.496,43.113,42.871,52.733,30.175,53.646,
188,42.838,70.783,105.038,64.329,32.938,97.879,128.492,61.875,22.196,87.292,41.898,62.588,46.454,114.125,77.615,112.042,34.842,43.188,17.358,21.017,39.296,38.542,46.129,41.600,53.688,41.021,70.375,78.104,78.463,71.433,57.196,41.721,28.079,40.700,34.529,37.421,44.004,47.538,34.196,68.479,58.117,54.058,126.767,49.625,39.250,58.592,24.700,31.821,60.296,43.079,43.154,54.821,29.129,51.196,
